species,Class,group,adult mass (g),log adult mass (g),hatchling / neonate mass (g),log hatchling / neonate mass (g),offspring/adult size ratio
Sphenomorphus_incognitus,Reptilia,Sauria,12.8,1.108,0.5,-0.344,3.5%
Aristelliger_georgeensis,Reptilia,Sauria,16.7,1.223,0.6,-0.228,3.5%
Cynisca_leucura,Reptilia,Sauria,2.0,0.294,0.1,-1.157,3.5%
Ptychozoon_intermedium,Reptilia,Sauria,16.0,1.205,0.6,-0.246,3.5%
Anolis_frenatus,Reptilia,Sauria,26.2,1.419,0.9,-0.031,3.5%
Pseudocalotes_cybelidermus,Reptilia,Sauria,12.6,1.101,0.5,-0.345,3.6%
Oplurus_grandidieri,Reptilia,Sauria,20.9,1.320,0.7,-0.127,3.6%
Hemidactylus_triedrus,Reptilia,Sauria,8.1,0.908,0.3,-0.536,3.6%
Pseudemoia_rawlinsoni,Reptilia,Sauria,2.8,0.447,0.1,-0.996,3.6%
Draco_cyanopterus,Reptilia,Sauria,7.4,0.870,0.3,-0.572,3.6%
Amphibolurus_muricatus,Reptilia,Sauria,24.7,1.392,0.9,-0.049,3.6%
Varanus_glauerti,Reptilia,Sauria,97.3,1.988,3.5,0.549,3.6%
Paralaudakia_erythrogaster,Reptilia,Sauria,76.8,1.886,2.8,0.447,3.6%
Trachylepis_varia,Reptilia,Sauria,4.1,0.614,0.2,-0.823,3.7%
Tympanocryptis_intima,Reptilia,Sauria,5.3,0.721,0.2,-0.715,3.7%
Heremites_auratus,Reptilia,Sauria,13.4,1.127,0.5,-0.309,3.7%
Sphenomorphus_leptofasciatus,Reptilia,Sauria,7.6,0.880,0.3,-0.556,3.7%
Xenagama_taylori,Reptilia,Sauria,13.7,1.138,0.5,-0.298,3.7%
Cnemaspis_koehleri,Reptilia,Sauria,2.5,0.400,0.1,-1.035,3.7%
Emoia_atrocostata,Reptilia,Sauria,11.4,1.056,0.4,-0.379,3.7%
Agama_agama,Reptilia,Sauria,23.9,1.379,0.9,-0.055,3.7%
Celestus_enneagrammus,Reptilia,Sauria,6.8,0.835,0.3,-0.597,3.7%
Eugongylus_albofasciolatus,Reptilia,Sauria,36.7,1.565,1.4,0.133,3.7%
Plestiodon_inexpectatus,Reptilia,Sauria,7.0,0.848,0.3,-0.583,3.7%
Tarentola_ephippiata,Reptilia,Sauria,16.2,1.209,0.6,-0.220,3.7%
Plestiodon_lynxe,Reptilia,Sauria,4.4,0.639,0.2,-0.790,3.7%
Panaspis_wahlbergi,Reptilia,Sauria,1.4,0.156,0.1,-1.272,3.7%
Crocodilurus_amazonicus,Reptilia,Sauria,306.1,2.486,11.4,1.057,3.7%
Uranoscodon_superciliosus,Reptilia,Sauria,70.7,1.849,2.6,0.421,3.7%
Sceloporus_bicanthalis,Reptilia,Sauria,4.8,0.681,0.2,-0.745,3.7%
Oplurus_cyclurus,Reptilia,Sauria,19.9,1.298,0.7,-0.127,3.8%
Sitana_fusca,Reptilia,Sauria,2.5,0.391,0.1,-1.034,3.8%
Lissolepis_coventryi,Reptilia,Sauria,22.1,1.345,0.8,-0.080,3.8%
Bradypodion_pumilum,Reptilia,Sauria,9.4,0.971,0.4,-0.453,3.8%
Tumbunascincus_luteilateralis,Reptilia,Sauria,12.7,1.105,0.5,-0.316,3.8%
Eutropis_multifasciata,Reptilia,Sauria,24.7,1.393,0.9,-0.024,3.8%
Diploderma_splendidum,Reptilia,Sauria,12.3,1.089,0.5,-0.324,3.9%
Ctenotus_robustus,Reptilia,Sauria,20.6,1.313,0.8,-0.100,3.9%
Tiliqua_nigrolutea,Reptilia,Sauria,651.5,2.814,25.2,1.401,3.9%
Heremites_vittatus,Reptilia,Sauria,7.2,0.856,0.3,-0.556,3.9%
Plestiodon_callicephalus,Reptilia,Sauria,5.1,0.707,0.2,-0.704,3.9%
Plestiodon_copei,Reptilia,Sauria,6.1,0.782,0.2,-0.628,3.9%
Diporiphora_winneckei,Reptilia,Sauria,6.7,0.828,0.3,-0.581,3.9%
Plestiodon_skiltonianus,Reptilia,Sauria,7.1,0.851,0.3,-0.556,3.9%
Anolis_garmani,Reptilia,Sauria,11.0,1.042,0.4,-0.363,3.9%
Eugongylus_rufescens,Reptilia,Sauria,41.5,1.618,1.6,0.213,3.9%
Christinus_marmoratus,Reptilia,Sauria,3.1,0.487,0.1,-0.917,3.9%
Laudakia_fusca,Reptilia,Sauria,83.9,1.924,3.3,0.520,3.9%
Oligosoma_notosaurus,Reptilia,Sauria,6.2,0.792,0.2,-0.611,4.0%
Anomalopus_verreauxii,Reptilia,Sauria,16.6,1.219,0.7,-0.183,4.0%
Emoia_trossula,Reptilia,Sauria,15.1,1.180,0.6,-0.222,4.0%
Agama_caudospinosa,Reptilia,Sauria,61.3,1.787,2.4,0.386,4.0%
Acritoscincus_platynotus,Reptilia,Sauria,7.0,0.845,0.3,-0.556,4.0%
Pogona_minor,Reptilia,Sauria,43.4,1.638,1.7,0.237,4.0%
Xenosaurus_grandis,Reptilia,Sauria,29.5,1.469,1.2,0.071,4.0%
Xenosaurus_rackhami,Reptilia,Sauria,29.5,1.469,1.2,0.071,4.0%
Amphisbaena_mertensii,Reptilia,Sauria,42.5,1.628,1.7,0.230,4.0%
Proctoporus_bolivianus,Reptilia,Sauria,3.3,0.516,0.1,-0.882,4.0%
Alopoglossus_angulatus,Reptilia,Sauria,4.0,0.602,0.2,-0.795,4.0%
Celestus_crusculus,Reptilia,Sauria,3.6,0.556,0.1,-0.841,4.0%
Ctenophorus_cristatus,Reptilia,Sauria,27.9,1.445,1.1,0.049,4.0%
Sphenomorphus_fragilis,Reptilia,Sauria,1.8,0.244,0.1,-1.152,4.0%
Diploglossus_bilobatus,Reptilia,Sauria,4.6,0.667,0.2,-0.729,4.0%
Trachylepis_affinis,Reptilia,Sauria,5.0,0.697,0.2,-0.698,4.0%
Plestiodon_fasciatus,Reptilia,Sauria,5.7,0.756,0.2,-0.639,4.0%
Anolis_sagrei,Reptilia,Sauria,2.3,0.363,0.1,-1.031,4.0%
Asymblepharus_sikimmensis,Reptilia,Sauria,2.5,0.398,0.1,-0.996,4.0%
Furcifer_nicosiai,Reptilia,Sauria,24.3,1.386,1.0,-0.008,4.0%
Ctenosaura_clarki,Reptilia,Sauria,108.0,2.033,4.4,0.644,4.1%
Leiocephalus_carinatus,Reptilia,Sauria,21.0,1.322,0.9,-0.066,4.1%
Ophisops_leschenaultii,Reptilia,Sauria,4.1,0.616,0.2,-0.769,4.1%
Lygosoma_tabonorum,Reptilia,Sauria,6.7,0.827,0.3,-0.556,4.1%
Enyalius_catenatus,Reptilia,Sauria,23.6,1.374,1.0,-0.008,4.2%
Pseudotrapelus_sinaitus,Reptilia,Sauria,17.2,1.236,0.7,-0.145,4.2%
Takydromus_sexlineatus,Reptilia,Sauria,4.1,0.611,0.2,-0.769,4.2%
Monilesaurus_rouxii,Reptilia,Sauria,8.8,0.943,0.4,-0.437,4.2%
Eutropis_macularia,Reptilia,Sauria,4.2,0.621,0.2,-0.759,4.2%
Enyalioides_laticeps,Reptilia,Sauria,44.1,1.644,1.8,0.264,4.2%
Gerrhosaurus_flavigularis,Reptilia,Sauria,56.1,1.749,2.3,0.369,4.2%
Agama_planiceps,Reptilia,Sauria,23.6,1.373,1.0,-0.004,4.2%
Tympanocryptis_tetraporophora,Reptilia,Sauria,5.0,0.696,0.2,-0.680,4.2%
Anolis_smallwoodi,Reptilia,Sauria,49.7,1.696,2.1,0.321,4.2%
Bradypodion_occidentale,Reptilia,Sauria,16.6,1.221,0.7,-0.154,4.2%
Ptyodactylus_ragazzii,Reptilia,Sauria,14.3,1.154,0.6,-0.220,4.2%
Psammodromus_manuelae,Reptilia,Sauria,9.0,0.956,0.4,-0.418,4.2%
Amblyrhynchus_cristatus,Reptilia,Sauria,1403.8,3.147,59.5,1.775,4.2%
Eulamprus_quoyii,Reptilia,Sauria,23.5,1.370,1.0,-0.002,4.2%
Tiliqua_occipitalis,Reptilia,Sauria,549.3,2.740,23.3,1.368,4.2%
Anolis_agassizi,Reptilia,Sauria,9.5,0.978,0.4,-0.394,4.2%
Ptychozoon_lionotum,Reptilia,Sauria,16.0,1.204,0.7,-0.168,4.3%
Scincus_mitranus,Reptilia,Sauria,21.3,1.329,0.9,-0.042,4.3%
Ailuronyx_seychellensis,Reptilia,Sauria,16.1,1.207,0.7,-0.164,4.3%
Cercosaura_schreibersii,Reptilia,Sauria,1.2,0.076,0.1,-1.295,4.3%
Liolaemus_kriegi,Reptilia,Sauria,32.6,1.513,1.4,0.142,4.3%
Chalarodon_madagascariensis,Reptilia,Sauria,4.0,0.602,0.2,-0.768,4.3%
Uroplatus_phantasticus,Reptilia,Sauria,5.2,0.720,0.2,-0.650,4.3%
Aphaniotis_fusca,Reptilia,Sauria,8.2,0.912,0.3,-0.458,4.3%
Bradypodion_taeniabronchum,Reptilia,Sauria,7.2,0.859,0.3,-0.510,4.3%
Oligosoma_otagense,Reptilia,Sauria,33.0,1.519,1.4,0.149,4.3%
Eremiascincus_richardsonii,Reptilia,Sauria,13.4,1.126,0.6,-0.243,4.3%
Ailuronyx_trachygaster,Reptilia,Sauria,68.6,1.836,2.9,0.468,4.3%
Tarentola_neglecta,Reptilia,Sauria,6.0,0.780,0.3,-0.588,4.3%
Kinyongia_matschiei,Reptilia,Sauria,34.8,1.542,1.5,0.174,4.3%
Chalcides_viridanus,Reptilia,Sauria,18.0,1.254,0.8,-0.113,4.3%
Leiolepis_reevesii,Reptilia,Sauria,39.0,1.591,1.7,0.225,4.3%
Sceloporus_torquatus,Reptilia,Sauria,24.8,1.394,1.1,0.027,4.3%
Eremiascincus_pardalis,Reptilia,Sauria,6.1,0.782,0.3,-0.583,4.3%
Morethia_obscura,Reptilia,Sauria,2.1,0.331,0.1,-1.033,4.3%
Plestiodon_anthracinus,Reptilia,Sauria,4.0,0.602,0.2,-0.759,4.4%
Plestiodon_latiscutatus,Reptilia,Sauria,8.7,0.942,0.4,-0.417,4.4%
Draco_quinquefasciatus,Reptilia,Sauria,9.2,0.964,0.4,-0.394,4.4%
Cyclura_carinata,Reptilia,Sauria,516.3,2.713,22.6,1.355,4.4%
Hypsilurus_capreolatus,Reptilia,Sauria,44.3,1.646,1.9,0.288,4.4%
Ctenophorus_caudicinctus,Reptilia,Sauria,7.4,0.869,0.3,-0.487,4.4%
Nephrurus_stellatus,Reptilia,Sauria,10.5,1.023,0.5,-0.334,4.4%
Trioceros_conirostratus,Reptilia,Sauria,9.2,0.964,0.4,-0.392,4.4%
Kentropyx_calcarata,Reptilia,Sauria,22.5,1.351,1.0,-0.004,4.4%
Ablepharus_deserti,Reptilia,Sauria,1.8,0.244,0.1,-1.111,4.4%
Ctenotus_fallens,Reptilia,Sauria,14.2,1.154,0.6,-0.201,4.4%
Anolis_bartschi,Reptilia,Sauria,4.3,0.638,0.2,-0.715,4.4%
Heliobolus_lugubris,Reptilia,Sauria,4.8,0.681,0.2,-0.672,4.4%
Lacerta_agilis,Reptilia,Sauria,10.8,1.033,0.5,-0.319,4.4%
Copeoglossum_nigropunctatum,Reptilia,Sauria,17.4,1.241,0.8,-0.111,4.4%
Kentropyx_altamazonica,Reptilia,Sauria,19.1,1.281,0.9,-0.070,4.5%
Tupinambis_cryptus,Reptilia,Sauria,401.6,2.604,17.9,1.253,4.5%
Sphenomorphus_solomonis,Reptilia,Sauria,3.6,0.559,0.2,-0.790,4.5%
Egernia_rugosa,Reptilia,Sauria,275.2,2.440,12.3,1.091,4.5%
Phelsuma_grandis,Reptilia,Sauria,17.5,1.243,0.8,-0.105,4.5%
Kentropyx_pelviceps,Reptilia,Sauria,31.4,1.496,1.4,0.148,4.5%
Furcifer_campani,Reptilia,Sauria,4.1,0.613,0.2,-0.734,4.5%
Copeoglossum_arajara,Reptilia,Sauria,16.0,1.205,0.7,-0.139,4.5%
Lygodactylus_picturatus,Reptilia,Sauria,1.1,0.031,0.0,-1.313,4.5%
Liolaemus_koslowskyi,Reptilia,Sauria,6.7,0.823,0.3,-0.521,4.5%
Lepidophyma_sylvaticum,Reptilia,Sauria,8.6,0.937,0.4,-0.407,4.5%
Eutropis_longicaudata,Reptilia,Sauria,27.2,1.434,1.2,0.091,4.5%
Kentropyx_striata,Reptilia,Sauria,16.2,1.210,0.7,-0.131,4.6%
Furcifer_labordi,Reptilia,Sauria,9.6,0.983,0.4,-0.358,4.6%
Ablepharus_bivittatus,Reptilia,Sauria,2.0,0.307,0.1,-1.033,4.6%
Liolaemus_patriciaiturrae,Reptilia,Sauria,18.9,1.276,0.9,-0.064,4.6%
Anolis_lyra,Reptilia,Sauria,9.4,0.971,0.4,-0.368,4.6%
Goniurosaurus_kuroiwae,Reptilia,Sauria,13.3,1.123,0.6,-0.216,4.6%
Anolis_heterodermus,Reptilia,Sauria,5.2,0.714,0.2,-0.625,4.6%
Phrynosoma_solare,Reptilia,Sauria,28.4,1.454,1.3,0.118,4.6%
Varzea_bistriata,Reptilia,Sauria,16.8,1.226,0.8,-0.108,4.6%
Cnemaspis_mcguirei,Reptilia,Sauria,3.6,0.557,0.2,-0.776,4.6%
Anatololacerta_anatolica,Reptilia,Sauria,6.0,0.779,0.3,-0.553,4.7%
Potamites_ecpleopus,Reptilia,Sauria,4.5,0.650,0.2,-0.682,4.7%
Scincella_cherriei,Reptilia,Sauria,2.8,0.441,0.1,-0.889,4.7%
Anadia_steyeri,Reptilia,Sauria,10.5,1.020,0.5,-0.310,4.7%
Mochlus_vinciguerrae,Reptilia,Sauria,2.5,0.406,0.1,-0.924,4.7%
Anolis_cuvieri,Reptilia,Sauria,34.4,1.537,1.6,0.211,4.7%
Omanosaura_jayakari,Reptilia,Sauria,74.1,1.870,3.5,0.547,4.7%
Ctenotus_lancelini,Reptilia,Sauria,10.1,1.002,0.5,-0.321,4.8%
Strophurus_spinigerus,Reptilia,Sauria,4.5,0.650,0.2,-0.670,4.8%
Lankascincus_deignani,Reptilia,Sauria,1.8,0.249,0.1,-1.072,4.8%
Eremiascincus_phantasmus,Reptilia,Sauria,13.8,1.141,0.7,-0.180,4.8%
Lygodactylus_verticillatus,Reptilia,Sauria,0.4,-0.414,0.0,-1.734,4.8%
Trachylepis_quinquetaeniata,Reptilia,Sauria,11.1,1.046,0.5,-0.274,4.8%
Pholidoscelis_exsul,Reptilia,Sauria,24.3,1.386,1.2,0.067,4.8%
Plestiodon_okadae,Reptilia,Sauria,7.9,0.898,0.4,-0.420,4.8%
Ctenosaura_macrolopha,Reptilia,Sauria,155.1,2.191,7.5,0.874,4.8%
Lepidophyma_flavimaculatum,Reptilia,Sauria,15.2,1.182,0.7,-0.134,4.8%
Holcosus_undulatus,Reptilia,Sauria,22.9,1.360,1.1,0.043,4.8%
Gekko_athymus,Reptilia,Sauria,20.5,1.311,1.0,-0.005,4.8%
Apathya_cappadocica,Reptilia,Sauria,7.3,0.865,0.4,-0.451,4.8%
Trapelus_ruderatus,Reptilia,Sauria,14.0,1.147,0.7,-0.169,4.8%
Trachylepis_punctatissima,Reptilia,Sauria,6.5,0.813,0.3,-0.503,4.8%
Oplurus_quadrimaculatus,Reptilia,Sauria,43.4,1.637,2.1,0.322,4.8%
Aspidoscelis_guttatus,Reptilia,Sauria,23.4,1.370,1.1,0.055,4.8%
Trachylepis_megalura,Reptilia,Sauria,4.1,0.617,0.2,-0.698,4.8%
Cnemaspis_littoralis,Reptilia,Sauria,0.9,-0.031,0.0,-1.345,4.9%
Acritoscincus_duperreyi,Reptilia,Sauria,5.5,0.744,0.3,-0.570,4.9%
Iberolacerta_cyreni,Reptilia,Sauria,9.3,0.971,0.5,-0.343,4.9%
Sceloporus_uniformis,Reptilia,Sauria,23.6,1.373,1.1,0.060,4.9%
Liolaemus_elongatus,Reptilia,Sauria,13.9,1.143,0.7,-0.168,4.9%
Sceloporus_spinosus,Reptilia,Sauria,18.7,1.272,0.9,-0.038,4.9%
Phyllodactylus_reissii,Reptilia,Sauria,6.9,0.838,0.3,-0.472,4.9%
Eumeces_schneiderii,Reptilia,Sauria,59.8,1.777,2.9,0.469,4.9%
Trapelus_agnetae,Reptilia,Sauria,13.8,1.139,0.7,-0.169,4.9%
Lerista_microtis,Reptilia,Sauria,2.4,0.383,0.1,-0.924,4.9%
Gallotia_gomerana,Reptilia,Sauria,79.4,1.900,3.9,0.593,4.9%
Teius_oculatus,Reptilia,Sauria,28.3,1.451,1.4,0.145,4.9%
Mochlus_guineensis,Reptilia,Sauria,5.6,0.750,0.3,-0.556,4.9%
Phrynosoma_platyrhinos,Reptilia,Sauria,17.3,1.238,0.9,-0.067,4.9%
Eremias_przewalskii,Reptilia,Sauria,12.0,1.078,0.6,-0.227,5.0%
Takydromus_sauteri,Reptilia,Sauria,6.6,0.822,0.3,-0.483,5.0%
Cnemaspis_quattuorseriata,Reptilia,Sauria,1.7,0.225,0.1,-1.078,5.0%
Aristelliger_expectatus,Reptilia,Sauria,2.6,0.414,0.1,-0.888,5.0%
Abronia_chiszari,Reptilia,Sauria,14.1,1.149,0.7,-0.153,5.0%
Phrynosoma_modestum,Reptilia,Sauria,7.4,0.870,0.4,-0.432,5.0%
Trachylepis_dichroma,Reptilia,Sauria,28.2,1.451,1.4,0.149,5.0%
Acritoscincus_trilineatus,Reptilia,Sauria,5.3,0.726,0.3,-0.575,5.0%
Cercosaura_ocellata,Reptilia,Sauria,3.1,0.489,0.2,-0.812,5.0%
Lucasium_damaeum,Reptilia,Sauria,3.0,0.473,0.1,-0.827,5.0%
Sceloporus_horridus,Reptilia,Sauria,19.8,1.297,1.0,-0.002,5.0%
Tiliqua_gigas,Reptilia,Sauria,500.8,2.700,25.2,1.401,5.0%
Trioceros_ellioti,Reptilia,Sauria,12.4,1.093,0.6,-0.205,5.0%
Pseudotrapelus_aqabensis,Reptilia,Sauria,12.7,1.105,0.6,-0.193,5.0%
Sphenomorphus_dussumieri,Reptilia,Sauria,3.2,0.507,0.2,-0.790,5.0%
Sauromalus_obesus,Reptilia,Sauria,219.9,2.342,11.1,1.046,5.1%
Scincus_scincus,Reptilia,Sauria,17.9,1.254,0.9,-0.042,5.1%
Iberolacerta_monticola,Reptilia,Sauria,6.8,0.831,0.3,-0.464,5.1%
Xenosaurus_agrenon,Reptilia,Sauria,25.1,1.399,1.3,0.105,5.1%
Eremias_persica,Reptilia,Sauria,14.9,1.173,0.8,-0.121,5.1%
Ctenotus_pantherinus,Reptilia,Sauria,10.7,1.029,0.5,-0.265,5.1%
Sceloporus_poinsettii,Reptilia,Sauria,29.4,1.468,1.5,0.174,5.1%
Notomabuya_frenata,Reptilia,Sauria,7.8,0.891,0.4,-0.403,5.1%
Adolfus_jacksoni,Reptilia,Sauria,7.5,0.875,0.4,-0.418,5.1%
Pogona_minima,Reptilia,Sauria,35.2,1.547,1.8,0.254,5.1%
Sceloporus_occidentalis,Reptilia,Sauria,13.5,1.132,0.7,-0.160,5.1%
Rankinia_diemensis,Reptilia,Sauria,8.8,0.946,0.5,-0.345,5.1%
Tytthoscincus_aesculeticola,Reptilia,Sauria,0.9,-0.037,0.0,-1.327,5.1%
Tropidurus_hispidus,Reptilia,Sauria,22.1,1.345,1.1,0.055,5.1%
Cyclodomorphus_celatus,Reptilia,Sauria,21.7,1.337,1.1,0.048,5.1%
Arthrosaura_reticulata,Reptilia,Sauria,4.0,0.607,0.2,-0.682,5.1%
Sceloporus_clarkii,Reptilia,Sauria,25.5,1.406,1.3,0.118,5.2%
Oedura_marmorata,Reptilia,Sauria,18.2,1.259,0.9,-0.028,5.2%
Saproscincus_mustelinus,Reptilia,Sauria,2.3,0.362,0.1,-0.924,5.2%
Amphisbaena_heathi,Reptilia,Sauria,0.5,-0.341,0.0,-1.627,5.2%
Trioceros_hoehnelii,Reptilia,Sauria,12.7,1.103,0.7,-0.183,5.2%
Panaspis_nimbensis,Reptilia,Sauria,1.6,0.213,0.1,-1.072,5.2%
Liolaemus_chacoensis,Reptilia,Sauria,2.6,0.416,0.1,-0.867,5.2%
Potamites_strangulatus,Reptilia,Sauria,6.8,0.830,0.4,-0.452,5.2%
Dasia_olivacea,Reptilia,Sauria,13.9,1.143,0.7,-0.139,5.2%
Hellenolacerta_graeca,Reptilia,Sauria,10.8,1.032,0.6,-0.250,5.2%
Teius_teyou,Reptilia,Sauria,30.0,1.477,1.6,0.198,5.3%
Petrosaurus_thalassinus,Reptilia,Sauria,27.2,1.434,1.4,0.156,5.3%
Emoia_obscura,Reptilia,Sauria,2.4,0.389,0.1,-0.889,5.3%
Bradypodion_thamnobates,Reptilia,Sauria,8.0,0.904,0.4,-0.373,5.3%
Gallotia_intermedia,Reptilia,Sauria,57.3,1.758,3.0,0.481,5.3%
Bronchocela_cristatella,Reptilia,Sauria,25.9,1.414,1.4,0.137,5.3%
Pseudocalotes_kingdonwardi,Reptilia,Sauria,36.7,1.565,1.9,0.288,5.3%
Calotes_calotes,Reptilia,Sauria,20.2,1.305,1.1,0.029,5.3%
Liolaemus_wiegmannii,Reptilia,Sauria,4.2,0.628,0.2,-0.649,5.3%
Cercosaura_bassleri,Reptilia,Sauria,4.7,0.669,0.2,-0.606,5.3%
Phyllodactylus_leei,Reptilia,Sauria,2.0,0.298,0.1,-0.976,5.3%
Eulamprus_tympanum,Reptilia,Sauria,14.3,1.155,0.8,-0.119,5.3%
Phymaturus_patagonicus,Reptilia,Sauria,31.8,1.503,1.7,0.228,5.3%
Phelsuma_guentheri,Reptilia,Sauria,28.0,1.448,1.5,0.174,5.3%
Alopoglossus_copii,Reptilia,Sauria,5.1,0.711,0.3,-0.562,5.3%
Oligosoma_inconspicuum,Reptilia,Sauria,4.0,0.605,0.2,-0.668,5.3%
Anolis_punctatus,Reptilia,Sauria,7.3,0.862,0.4,-0.411,5.3%
Trachylepis_tavaratra,Reptilia,Sauria,3.5,0.545,0.2,-0.728,5.3%
Chelosania_brunnea,Reptilia,Sauria,26.2,1.419,1.4,0.146,5.3%
Plica_plica,Reptilia,Sauria,75.1,1.876,4.0,0.603,5.3%
Pseudemoia_pagenstecheri,Reptilia,Sauria,3.0,0.482,0.2,-0.790,5.3%
Phelsuma_cepediana,Reptilia,Sauria,2.2,0.336,0.1,-0.936,5.3%
Cercosaura_eigenmanni,Reptilia,Sauria,2.2,0.343,0.1,-0.929,5.3%
Emoia_concolor,Reptilia,Sauria,5.9,0.771,0.3,-0.501,5.3%
Ichnotropis_capensis,Reptilia,Sauria,3.7,0.567,0.2,-0.704,5.4%
Liopholis_kintorei,Reptilia,Sauria,161.9,2.209,8.7,0.939,5.4%
Anolis_limifrons,Reptilia,Sauria,1.6,0.194,0.1,-1.076,5.4%
Gekko_gecko,Reptilia,Sauria,39.1,1.592,2.1,0.323,5.4%
Lamprolepis_smaragdina,Reptilia,Sauria,14.8,1.170,0.8,-0.100,5.4%
Cercosaura_manicata,Reptilia,Sauria,5.8,0.763,0.3,-0.506,5.4%
Draco_maculatus,Reptilia,Sauria,3.9,0.591,0.2,-0.678,5.4%
Sceloporus_mucronatus,Reptilia,Sauria,18.5,1.266,1.0,-0.002,5.4%
Pachydactylus_rangei,Reptilia,Sauria,7.3,0.861,0.4,-0.407,5.4%
Carlia_longipes,Reptilia,Sauria,3.8,0.581,0.2,-0.686,5.4%
Lygodactylus_angularis,Reptilia,Sauria,1.4,0.146,0.1,-1.121,5.4%
Oligosoma_grande,Reptilia,Sauria,17.5,1.242,0.9,-0.024,5.4%
Phelsuma_madagascariensis,Reptilia,Sauria,12.6,1.102,0.7,-0.164,5.4%
Ctenotus_leonhardii,Reptilia,Sauria,7.3,0.862,0.4,-0.403,5.4%
Xantusia_riversiana,Reptilia,Sauria,11.4,1.056,0.6,-0.208,5.4%
Plestiodon_multivirgatus,Reptilia,Sauria,5.1,0.708,0.3,-0.556,5.4%
Chalcidoseps_thwaitesi,Reptilia,Sauria,7.5,0.872,0.4,-0.392,5.4%
Carlia_rhomboidalis,Reptilia,Sauria,2.2,0.340,0.1,-0.924,5.4%
Proctoporus_oreades,Reptilia,Sauria,3.8,0.582,0.2,-0.682,5.5%
Lobulia_alpina,Reptilia,Sauria,5.1,0.707,0.3,-0.556,5.5%
Sphenomorphus_kinabaluensis,Reptilia,Sauria,2.5,0.394,0.1,-0.869,5.5%
Parvilacerta_fraasii,Reptilia,Sauria,5.1,0.704,0.3,-0.558,5.5%
Nadzikambia_baylissi,Reptilia,Sauria,8.6,0.934,0.5,-0.328,5.5%
Phrynosoma_hernandesi,Reptilia,Sauria,15.6,1.194,0.9,-0.067,5.5%
Gallotia_bravoana,Reptilia,Sauria,37.1,1.569,2.0,0.308,5.5%
Draco_spilopterus,Reptilia,Sauria,6.5,0.814,0.4,-0.446,5.5%
Anolis_barbouri,Reptilia,Sauria,2.0,0.304,0.1,-0.954,5.5%
Lepidoblepharis_xanthostigma,Reptilia,Sauria,1.0,0.007,0.1,-1.250,5.5%
Tropidurus_torquatus,Reptilia,Sauria,16.7,1.222,0.9,-0.034,5.5%
Anolis_ferreus,Reptilia,Sauria,4.9,0.689,0.3,-0.568,5.5%
Scincella_reevesii,Reptilia,Sauria,2.2,0.343,0.1,-0.913,5.5%
Phrynosoma_asio,Reptilia,Sauria,32.8,1.516,1.8,0.262,5.6%
Calotes_nigrilabris,Reptilia,Sauria,14.3,1.155,0.8,-0.100,5.6%
Plestiodon_gilberti,Reptilia,Sauria,10.2,1.010,0.6,-0.243,5.6%
Brachymeles_boulengeri,Reptilia,Sauria,11.8,1.073,0.7,-0.180,5.6%
Brachylophus_vitiensis,Reptilia,Sauria,371.0,2.569,20.7,1.317,5.6%
Agama_sylvana,Reptilia,Sauria,20.2,1.305,1.1,0.053,5.6%
Eremias_nikolskii,Reptilia,Sauria,6.4,0.807,0.4,-0.444,5.6%
Carinascincus_metallicus,Reptilia,Sauria,3.0,0.473,0.2,-0.778,5.6%
Algyroides_nigropunctatus,Reptilia,Sauria,4.7,0.669,0.3,-0.582,5.6%
Trapelus_savignii,Reptilia,Sauria,16.2,1.210,0.9,-0.040,5.6%
Carinascincus_coventryi,Reptilia,Sauria,1.4,0.146,0.1,-1.103,5.6%
Pachydactylus_capensis,Reptilia,Sauria,5.2,0.713,0.3,-0.536,5.6%
Oligosoma_taumakae,Reptilia,Sauria,14.1,1.148,0.8,-0.100,5.6%
Acontias_plumbeus,Reptilia,Sauria,43.7,1.641,2.5,0.393,5.7%
Trapelus_agilis,Reptilia,Sauria,17.1,1.234,1.0,-0.013,5.7%
Morethia_lineoocellata,Reptilia,Sauria,1.8,0.250,0.1,-0.996,5.7%
Cryptoblepharus_plagiocephalus,Reptilia,Sauria,1.0,0.009,0.1,-1.237,5.7%
Ptychozoon_kuhli,Reptilia,Sauria,15.7,1.196,0.9,-0.049,5.7%
Leiocephalus_stictigaster,Reptilia,Sauria,4.1,0.612,0.2,-0.632,5.7%
Tropidophorus_brookei,Reptilia,Sauria,16.6,1.221,0.9,-0.024,5.7%
Oedura_castelnaui,Reptilia,Sauria,18.6,1.270,1.1,0.025,5.7%
Pinoyscincus_jagori,Reptilia,Sauria,8.5,0.930,0.5,-0.314,5.7%
Hemiphyllodactylus_dushanensis,Reptilia,Sauria,2.7,0.437,0.2,-0.807,5.7%
Goniurosaurus_bawanglingensis,Reptilia,Sauria,17.2,1.235,1.0,-0.008,5.7%
Morethia_boulengeri,Reptilia,Sauria,1.9,0.283,0.1,-0.959,5.7%
Anotosaura_vanzolinia,Reptilia,Sauria,2.0,0.294,0.1,-0.948,5.7%
Elgaria_paucicarinata,Reptilia,Sauria,11.3,1.052,0.6,-0.190,5.7%
Cnemidophorus_vanzoi,Reptilia,Sauria,19.8,1.297,1.1,0.055,5.7%
Ctenotus_mimetes,Reptilia,Sauria,10.5,1.020,0.6,-0.222,5.7%
